@relation practice-weka.filters.unsupervised.instance.imagefilter.ColorLayoutFilter-D//Users/tommaso/Desktop/MDD/LAB1/Edge2/images-weka.filters.unsupervised.attribute.Remove-R1

@attribute 'MPEG-7 Color Layout0' numeric
@attribute 'MPEG-7 Color Layout1' numeric
@attribute 'MPEG-7 Color Layout2' numeric
@attribute 'MPEG-7 Color Layout3' numeric
@attribute 'MPEG-7 Color Layout4' numeric
@attribute 'MPEG-7 Color Layout5' numeric
@attribute 'MPEG-7 Color Layout6' numeric
@attribute 'MPEG-7 Color Layout7' numeric
@attribute 'MPEG-7 Color Layout8' numeric
@attribute 'MPEG-7 Color Layout9' numeric
@attribute 'MPEG-7 Color Layout10' numeric
@attribute 'MPEG-7 Color Layout11' numeric
@attribute 'MPEG-7 Color Layout12' numeric
@attribute 'MPEG-7 Color Layout13' numeric
@attribute 'MPEG-7 Color Layout14' numeric
@attribute 'MPEG-7 Color Layout15' numeric
@attribute 'MPEG-7 Color Layout16' numeric
@attribute 'MPEG-7 Color Layout17' numeric
@attribute 'MPEG-7 Color Layout18' numeric
@attribute 'MPEG-7 Color Layout19' numeric
@attribute 'MPEG-7 Color Layout20' numeric
@attribute 'MPEG-7 Color Layout21' numeric
@attribute 'MPEG-7 Color Layout22' numeric
@attribute 'MPEG-7 Color Layout23' numeric
@attribute 'MPEG-7 Color Layout24' numeric
@attribute 'MPEG-7 Color Layout25' numeric
@attribute 'MPEG-7 Color Layout26' numeric
@attribute 'MPEG-7 Color Layout27' numeric
@attribute 'MPEG-7 Color Layout28' numeric
@attribute 'MPEG-7 Color Layout29' numeric
@attribute 'MPEG-7 Color Layout30' numeric
@attribute 'MPEG-7 Color Layout31' numeric
@attribute 'MPEG-7 Color Layout32' numeric
@attribute class {P1,P2,P3,P4,P5,P6}

@data
7,16,18,16,18,14,15,16,16,15,15,16,17,16,15,15,14,16,15,15,15,31,16,15,16,16,15,31,16,15,16,15,16,P3
9,14,15,16,16,15,16,17,14,15,16,16,17,15,15,16,15,16,15,16,15,27,17,18,15,16,15,30,16,16,15,15,15,P3
12,15,18,14,16,15,15,16,16,18,12,16,16,16,16,16,12,15,16,14,19,33,16,15,16,16,15,29,15,16,15,16,16,P3
6,19,17,15,15,13,15,15,16,15,15,16,17,15,16,14,15,16,15,17,15,31,16,16,16,16,15,35,15,16,16,15,16,P3
8,10,14,17,15,17,14,16,15,16,14,15,14,15,20,16,15,16,15,16,16,26,17,16,15,15,16,29,14,16,16,15,15,P3
7,17,14,15,15,16,15,16,15,17,15,14,16,17,15,16,14,15,16,15,16,31,16,15,16,15,16,34,15,16,15,15,16,P3
12,17,17,15,15,15,16,15,15,15,16,16,15,16,16,16,16,16,17,16,15,24,15,15,15,16,15,31,16,16,15,15,16,P3
9,15,16,15,16,16,16,16,17,16,15,17,16,15,16,16,16,15,15,17,16,31,16,16,16,15,15,31,16,16,16,16,16,P4
7,17,16,19,13,17,17,17,15,17,15,18,12,13,14,16,16,15,14,15,16,27,16,16,15,15,15,31,15,16,16,15,15,P4
8,11,13,16,17,17,17,15,18,14,15,14,15,17,16,15,16,14,19,16,14,32,16,16,16,16,16,31,16,15,16,16,16,P4
8,18,16,15,15,19,14,15,15,15,16,15,15,17,15,15,14,18,15,14,16,32,15,16,15,15,15,32,16,16,16,16,16,P4
13,15,12,14,17,16,16,14,15,17,17,15,16,15,15,16,15,16,16,16,16,32,16,16,16,16,16,31,16,15,15,15,15,P4
9,14,6,14,16,16,17,19,15,17,19,15,17,16,14,16,16,17,16,17,15,31,15,17,15,16,15,31,15,15,16,16,16,P4
12,17,18,17,15,16,18,15,14,15,15,16,17,13,16,15,15,16,14,15,14,31,16,15,15,16,15,31,16,16,16,16,16,P4
13,16,16,14,15,13,16,15,15,15,16,16,16,15,18,17,15,15,14,16,18,32,15,16,16,15,16,30,16,16,15,15,16,P4
6,13,17,13,17,16,17,15,16,15,14,14,16,17,14,15,15,15,17,17,16,31,16,16,16,16,16,31,16,16,16,16,16,P4
10,14,17,14,14,15,14,15,15,16,16,16,16,14,15,15,14,17,14,16,16,31,15,15,15,15,16,30,15,17,15,16,16,P4
8,15,15,19,14,14,16,13,16,14,18,14,14,16,17,14,17,17,16,16,14,31,16,16,15,15,16,34,15,16,16,15,16,P4
4,16,16,14,16,16,17,16,16,16,16,16,17,16,15,16,16,17,16,15,15,31,16,16,16,16,16,31,16,16,16,16,16,P4
9,17,15,14,15,19,18,15,15,16,18,15,17,16,16,17,16,14,16,15,15,32,15,16,15,16,16,32,15,16,16,16,15,P4
7,17,17,10,17,10,14,17,15,17,17,17,20,16,17,15,16,16,13,16,16,32,16,15,15,15,15,30,16,16,16,16,16,P4
11,12,13,16,16,16,14,16,14,15,14,16,16,15,17,15,16,16,15,16,17,31,16,16,16,16,15,31,15,16,16,15,15,P4
10,13,17,17,15,16,17,16,17,15,14,15,15,16,16,16,15,16,15,16,15,26,16,15,14,16,16,31,15,16,16,16,15,P4
7,18,17,17,15,12,16,14,16,14,16,15,16,15,15,14,16,15,16,16,16,31,15,16,16,15,16,32,16,15,16,15,15,P4
8,19,17,14,18,13,17,15,16,15,16,16,15,15,15,15,17,15,16,17,15,32,16,16,16,16,15,34,16,15,16,16,15,P4
9,17,16,11,15,15,18,16,15,12,17,16,17,16,15,15,16,14,16,15,17,32,16,15,16,16,16,31,15,16,16,16,15,P4
7,14,13,14,15,16,14,15,17,15,16,15,16,16,15,16,16,16,16,15,16,31,15,16,15,15,16,31,16,15,16,16,15,P4
8,18,14,14,11,16,17,17,18,16,16,16,15,18,16,14,16,13,16,16,17,31,16,16,16,16,16,31,15,16,16,16,16,P4
10,15,16,14,15,15,16,16,16,15,18,15,14,15,17,17,14,17,16,16,15,32,15,16,16,16,16,31,16,16,16,16,16,P4
12,14,14,13,15,16,16,15,16,15,16,16,16,15,15,16,15,15,15,16,15,31,15,16,15,16,15,31,16,16,16,16,16,P4
7,16,14,15,15,15,16,16,15,15,16,15,15,14,16,15,16,17,16,16,15,30,16,15,15,15,16,32,16,16,16,16,16,P4
7,15,16,17,14,14,15,18,15,16,15,16,16,16,18,18,15,16,17,16,15,31,15,15,15,15,15,31,16,16,16,15,16,P4
6,17,14,14,15,15,16,14,15,15,16,14,18,15,19,15,14,16,16,16,15,32,15,16,15,16,15,32,16,16,16,16,16,P4
9,13,18,18,13,13,15,14,14,13,15,16,14,16,13,17,17,15,15,17,18,32,16,15,16,16,16,31,16,16,15,15,16,P4
8,15,16,17,16,14,13,16,16,12,14,15,16,13,17,16,16,15,15,16,13,31,16,16,15,16,15,31,15,15,16,16,16,P4
7,16,13,14,17,17,18,14,15,16,16,14,17,16,14,16,16,15,16,17,16,32,16,16,16,15,16,33,15,15,15,16,16,P4
8,16,17,18,16,17,16,15,15,16,17,15,17,15,14,16,16,17,13,16,16,27,15,15,16,16,15,32,16,16,16,15,16,P4
16,13,19,12,18,17,17,18,14,16,16,16,16,15,14,17,14,15,14,14,17,31,16,15,16,15,15,30,15,16,16,15,16,P4
6,17,14,13,14,16,16,14,18,16,16,16,17,15,17,16,16,15,16,15,19,32,16,16,16,16,16,32,16,15,15,16,16,P4
10,15,17,14,16,18,14,16,16,16,17,15,14,16,17,14,15,15,15,16,17,32,16,16,16,16,16,31,15,16,15,15,16,P4
6,14,10,18,15,15,17,17,15,19,14,16,15,17,16,15,17,16,15,16,17,32,16,15,16,16,15,32,16,15,15,16,16,P4
13,13,13,15,14,16,18,16,16,17,16,17,15,18,17,15,17,16,16,17,15,31,16,16,16,16,16,31,15,15,16,15,16,P4
9,15,15,15,14,14,17,14,14,17,15,14,16,15,14,15,17,16,15,15,15,31,16,16,16,16,15,32,15,15,16,15,16,P4
5,18,16,15,18,15,16,15,14,15,17,15,15,14,16,15,16,16,16,17,15,32,16,16,16,16,15,33,15,15,15,16,16,P4
7,15,12,15,16,16,16,15,15,15,16,16,16,15,15,16,15,16,15,16,16,31,16,15,16,16,16,31,15,16,15,15,16,P4
5,18,14,16,15,16,16,17,15,16,15,17,15,14,14,15,15,16,17,14,17,31,15,16,15,16,16,31,16,16,15,16,16,P4
5,18,16,13,16,14,15,16,15,18,16,16,18,16,17,15,15,17,15,17,16,33,15,15,15,16,15,30,16,16,16,16,16,P4
6,16,24,13,16,15,14,14,17,14,18,15,17,14,16,15,13,15,13,16,15,31,16,15,16,16,15,31,16,16,16,16,15,P4
5,14,17,14,13,16,16,14,16,15,16,16,16,16,16,16,16,17,16,15,16,31,16,16,16,16,16,31,16,15,16,16,16,P4
7,16,17,16,15,17,16,16,17,15,15,15,15,15,15,14,16,15,17,15,16,31,15,16,15,15,15,30,16,15,16,16,15,P4
7,17,13,19,16,17,13,15,14,16,15,15,14,14,16,15,16,17,14,15,17,27,15,16,16,15,15,30,16,15,16,15,15,P4
9,16,13,15,14,17,15,16,14,16,13,15,17,16,15,15,15,16,15,16,15,27,16,16,16,16,15,30,15,16,15,15,16,P4
5,17,14,15,16,16,16,17,17,14,17,13,16,16,14,16,15,15,16,15,15,31,16,16,16,15,16,31,16,16,16,15,16,P4
12,16,14,17,17,18,16,16,16,16,16,13,15,16,17,15,16,16,16,17,13,31,15,16,15,16,15,31,15,16,16,15,16,P4
10,13,21,15,17,14,16,16,16,17,15,16,17,15,15,16,16,16,15,15,14,31,16,14,15,16,16,31,15,16,16,16,16,P4
10,14,12,17,17,13,16,16,14,15,18,16,16,15,20,16,17,16,17,16,17,32,16,16,15,15,16,30,16,16,16,16,15,P4
11,15,17,16,12,16,16,18,15,16,15,14,15,14,17,16,15,16,15,16,17,32,16,15,15,16,16,31,15,16,16,16,16,P4
4,16,16,15,15,16,15,16,15,15,16,15,15,16,16,15,15,15,16,15,16,31,16,16,16,16,16,31,16,16,16,16,16,P4
8,15,17,15,15,15,15,16,15,15,17,16,16,16,15,15,16,16,15,16,16,32,15,16,16,16,15,30,16,16,16,16,16,P4
13,18,17,14,16,13,15,15,13,15,15,15,16,14,14,17,16,17,16,15,15,31,16,16,16,16,15,31,16,15,16,15,15,P4
13,17,13,20,16,17,14,16,16,14,15,16,14,14,13,14,16,17,16,16,17,30,16,16,16,16,16,30,16,16,16,15,16,P4
12,14,13,18,16,15,14,16,15,20,16,16,14,17,15,16,15,15,16,14,14,32,16,16,15,15,15,30,16,16,15,15,16,P4
12,17,15,14,14,16,16,17,15,16,16,16,15,16,17,17,14,15,15,16,16,27,15,16,16,15,15,30,16,15,15,15,16,P5
11,16,16,14,16,15,17,16,15,16,15,15,16,15,15,16,16,14,15,15,16,31,16,15,15,16,16,31,16,16,16,16,15,P5
14,16,16,15,16,16,16,15,15,15,15,16,15,16,15,14,15,15,15,15,16,29,16,15,16,15,15,30,15,16,16,16,16,P5
11,14,16,14,15,15,16,16,16,14,16,15,16,17,15,16,17,16,16,16,17,31,16,15,16,16,16,31,16,16,16,16,16,P5
11,16,14,16,16,16,16,16,15,15,15,16,15,17,14,17,15,15,15,16,15,27,15,16,16,15,16,30,15,16,16,15,16,P5
11,15,15,15,16,15,15,15,16,16,16,15,16,15,15,16,16,16,16,15,15,26,16,15,16,16,16,31,15,15,15,16,15,P5
12,15,16,16,15,15,15,16,16,16,16,16,15,15,15,16,16,16,16,15,15,31,16,16,16,16,16,31,16,15,16,15,16,P5
13,16,15,15,16,16,15,16,15,15,16,16,17,14,15,15,15,16,16,15,17,28,16,15,16,16,16,29,16,15,15,16,15,P5
12,15,14,15,15,17,14,16,16,16,16,16,15,15,16,15,16,16,15,16,17,28,16,16,16,16,15,30,16,15,16,16,16,P5
12,15,16,16,15,15,15,16,15,16,14,15,15,17,15,15,16,16,15,15,18,30,15,16,15,15,15,30,15,16,16,15,15,P5
13,17,15,17,17,14,16,15,13,16,13,15,16,16,15,15,15,16,16,15,15,30,15,16,15,15,15,32,16,15,15,16,16,P5
12,16,15,14,15,17,18,15,15,15,15,15,15,15,13,15,17,15,15,15,15,28,15,16,16,16,15,31,16,15,15,16,16,P5
12,16,15,15,16,18,16,16,16,15,15,15,15,15,15,13,16,15,16,17,13,28,15,15,16,15,15,31,15,15,15,16,15,P5
11,16,14,16,16,15,16,15,16,19,16,15,14,16,15,17,17,16,15,16,16,31,16,16,16,16,16,31,16,16,16,15,16,P5
11,15,15,14,15,16,17,15,16,16,16,15,15,16,14,16,16,16,16,15,16,31,15,16,16,16,16,31,16,15,16,15,16,P5
9,15,16,14,13,16,16,16,14,15,15,17,15,18,16,15,15,15,18,15,15,31,16,16,16,16,15,33,15,15,15,15,16,P5
10,16,18,15,15,16,16,15,15,18,15,15,14,16,14,14,16,15,16,15,16,31,15,15,16,16,16,30,16,16,15,16,15,P5
11,13,18,15,15,15,15,13,15,17,14,16,13,18,15,16,17,14,16,14,15,30,16,16,16,16,16,31,16,16,16,15,16,P5
13,16,14,16,16,15,15,17,15,16,17,16,16,16,16,15,16,17,15,16,14,29,15,16,16,15,16,30,16,15,16,15,16,P5
11,15,16,15,18,17,15,15,15,16,16,16,16,15,16,15,16,15,16,15,17,31,15,15,16,15,15,31,16,15,16,16,16,P5
8,14,15,16,16,16,16,16,16,15,15,15,14,17,16,17,16,16,14,15,16,32,16,15,16,16,16,32,15,16,15,15,16,P5
13,15,16,16,15,15,16,16,16,17,16,15,15,16,16,15,15,15,16,15,15,28,16,16,14,15,16,31,16,15,16,16,15,P5
12,16,15,16,16,17,17,15,15,15,16,15,15,15,17,14,15,15,15,15,16,27,15,16,15,16,15,32,15,15,16,16,15,P5
12,16,16,17,15,14,15,16,16,14,14,16,16,16,17,18,15,16,15,16,15,27,16,15,16,16,16,32,15,16,15,15,16,P5
13,16,16,15,15,15,17,16,16,16,16,15,16,16,16,14,16,16,15,16,15,31,15,16,15,15,15,30,16,15,15,16,15,P5
13,16,14,16,14,16,15,15,14,13,15,15,15,17,16,15,16,16,16,16,16,30,16,16,15,15,15,33,16,15,16,16,15,P5
13,15,12,13,15,17,15,14,16,17,15,16,16,15,15,16,16,15,15,16,15,27,16,16,15,16,15,30,16,15,15,15,16,P5
11,17,16,15,16,13,19,16,15,16,15,16,16,15,15,17,15,16,16,15,15,28,16,15,16,15,15,32,16,15,16,16,16,P5
13,15,15,14,14,17,16,15,16,15,14,15,16,16,16,16,15,15,15,15,16,28,15,16,16,16,15,30,16,16,15,15,15,P5
14,14,15,15,15,15,16,16,15,16,13,14,15,14,15,15,15,15,17,14,15,31,16,16,16,16,16,31,16,15,15,15,15,P5
12,16,16,17,16,16,17,15,15,15,16,16,15,16,15,16,16,16,16,16,16,27,16,16,15,16,16,30,16,16,16,16,16,P5
11,17,16,15,16,15,15,16,16,15,15,16,15,15,16,16,16,15,16,16,16,31,15,15,15,15,16,31,16,15,16,16,16,P5
12,17,15,15,17,16,15,15,16,15,16,16,16,15,16,15,15,15,16,16,16,31,15,16,16,15,16,31,16,15,15,16,16,P5
9,16,16,16,15,15,16,16,16,15,16,16,16,15,16,14,14,16,16,16,17,30,16,16,15,15,16,32,15,15,16,16,16,P5
12,16,16,16,16,16,15,16,15,16,15,16,16,16,15,16,15,15,15,17,18,27,16,15,15,16,15,30,15,16,15,16,15,P5
8,15,14,15,16,15,15,15,16,16,16,16,15,15,16,16,13,16,15,14,15,33,15,15,16,16,15,32,16,16,16,16,16,P5
12,17,15,16,18,14,15,16,15,16,15,15,16,15,15,14,17,14,17,16,16,29,15,15,15,16,16,29,16,16,16,15,16,P5
11,16,15,16,16,17,13,14,15,16,15,14,15,17,14,18,15,16,16,15,14,31,15,15,15,15,15,31,16,16,16,16,16,P5
9,16,14,15,15,15,16,16,16,15,16,16,16,15,15,16,16,15,16,15,15,23,15,15,16,16,16,31,16,17,16,15,15,P5
13,17,16,16,16,16,16,15,16,16,16,16,16,15,15,16,15,16,15,16,13,28,15,16,15,15,15,30,16,16,15,16,15,P5
12,15,15,15,15,16,15,17,15,15,16,16,15,16,16,15,15,15,16,16,16,28,15,16,15,16,15,30,15,16,16,16,15,P5
14,16,15,15,16,16,16,16,16,16,16,15,15,16,15,15,15,16,16,15,15,30,15,16,16,16,16,30,15,15,16,15,15,P5
12,15,15,15,16,16,16,15,15,15,16,15,14,15,15,15,15,15,14,16,16,31,16,16,16,16,16,31,16,15,15,16,16,P5
12,15,15,14,16,14,14,15,16,15,16,14,17,16,15,16,15,17,16,15,17,30,15,17,16,15,18,27,15,15,15,16,15,P5
14,16,15,17,16,16,16,17,16,17,14,15,16,15,16,15,16,16,15,15,14,29,15,16,15,16,15,30,16,16,16,16,16,P5
10,17,14,16,15,17,15,14,15,14,16,16,16,15,16,16,15,15,16,16,15,26,16,17,16,16,15,31,16,15,16,15,16,P5
7,15,15,17,16,15,16,17,16,16,16,15,15,16,15,16,16,16,16,14,16,27,16,16,15,15,16,32,15,16,16,16,16,P5
12,15,13,13,16,17,15,16,15,15,16,17,16,15,16,15,15,15,16,16,17,27,16,16,16,16,15,31,16,15,16,16,16,P5
12,18,16,16,16,15,18,15,15,16,15,15,16,16,13,16,16,15,16,15,15,28,15,16,15,16,16,31,16,16,16,16,16,P5
12,15,17,15,15,16,16,17,16,14,14,14,15,15,15,16,15,14,14,15,16,30,16,16,16,15,16,32,15,16,16,16,16,P5
14,15,15,16,15,16,16,15,15,15,16,15,15,15,15,15,16,15,15,16,16,28,16,15,15,15,17,30,16,16,16,16,16,P5
9,15,16,15,14,16,14,16,17,15,20,14,15,14,15,16,15,16,15,16,16,31,16,15,15,15,15,32,15,16,16,16,16,P5
11,17,15,16,16,16,12,15,15,17,16,15,16,16,16,20,16,15,15,17,16,31,15,16,15,16,16,31,16,16,16,16,15,P5
13,15,14,16,16,15,15,15,15,15,16,15,15,16,15,15,15,16,15,16,15,28,16,16,16,16,15,29,15,15,16,16,16,P5
11,17,14,15,16,15,16,14,16,16,15,14,17,18,19,15,17,16,15,15,15,30,15,16,15,15,15,32,16,15,16,16,16,P5
12,16,16,15,16,14,16,16,15,15,16,15,15,16,17,15,16,16,16,16,15,31,16,16,16,15,16,31,15,16,16,16,15,P5
12,16,14,19,16,16,15,16,15,17,13,16,17,17,16,15,16,16,16,15,13,31,16,16,15,16,16,31,15,16,16,16,15,P5
11,15,17,15,16,14,16,15,15,16,16,15,15,15,16,15,15,16,15,15,15,30,16,14,16,15,16,31,15,16,15,16,15,P5
10,15,17,16,15,15,15,16,15,15,16,15,16,15,16,15,15,15,16,16,15,29,16,15,15,16,15,31,16,16,16,15,16,P5
12,15,15,15,15,15,16,16,16,15,15,15,16,16,15,14,14,15,15,16,15,31,15,16,16,16,15,29,16,15,15,15,16,P5
9,15,15,15,16,16,15,16,15,15,15,15,15,16,15,14,15,16,16,16,15,24,15,15,15,16,15,31,16,16,16,15,17,P5
11,15,13,14,16,14,15,16,14,14,14,15,15,16,14,14,16,16,16,16,15,28,16,16,15,15,16,31,16,15,15,16,16,P5
12,16,15,15,16,15,16,15,16,15,16,16,16,16,17,15,15,16,16,16,16,31,15,16,15,15,16,31,16,16,16,16,15,P5
14,17,15,16,16,16,17,15,16,14,16,16,15,16,16,15,16,16,16,16,15,30,16,15,15,16,16,30,16,16,16,16,16,P5
12,15,15,14,15,16,16,15,15,16,12,15,16,15,16,15,15,15,16,16,16,28,16,16,16,15,15,30,16,16,15,16,16,P5
11,13,16,15,15,16,17,16,16,16,15,15,15,16,16,15,15,16,16,15,15,31,16,16,16,16,16,31,15,16,16,15,16,P5
12,15,16,16,16,16,14,15,15,16,15,16,16,16,16,14,16,15,15,15,16,28,16,16,16,16,15,31,15,15,16,16,16,P5
9,15,16,16,16,15,16,15,16,16,16,14,15,15,16,16,16,16,16,16,15,30,16,16,15,16,15,32,15,15,16,16,16,P5
17,15,15,16,16,15,15,15,16,15,15,16,16,16,16,15,16,16,16,16,16,31,16,16,15,16,16,30,16,16,16,15,15,P5
13,17,16,14,16,16,16,15,15,16,17,16,17,15,15,16,17,14,16,16,18,30,16,16,16,16,16,32,15,15,16,16,15,P5
12,15,16,16,16,16,16,16,16,16,15,16,15,17,15,15,15,16,16,16,16,28,15,15,15,15,15,30,15,15,16,15,16,P5
12,17,15,16,16,16,16,15,16,15,19,16,15,16,16,17,16,15,16,15,16,28,16,16,15,15,15,31,15,16,16,15,16,P5
12,15,16,17,15,16,16,16,15,15,15,17,15,15,15,16,16,16,14,17,16,31,16,15,16,16,16,31,15,16,16,15,16,P5
12,16,14,16,16,16,15,16,16,14,15,15,15,15,16,15,15,15,15,16,15,27,15,16,16,15,15,31,15,15,15,16,16,P5
18,15,13,15,16,15,17,15,16,16,13,14,15,16,16,17,15,16,17,18,18,32,15,16,16,15,16,30,16,16,16,16,15,P6
10,15,15,16,14,15,15,16,17,16,14,16,16,16,15,15,15,16,16,16,16,23,16,15,15,15,16,29,16,15,16,15,15,P6
11,17,16,17,15,15,20,16,15,16,15,15,16,15,14,14,16,15,15,13,16,30,16,16,16,16,15,31,16,16,16,16,16,P6
11,15,16,15,15,15,14,15,16,15,16,16,16,17,18,15,16,16,15,16,16,23,15,16,16,16,15,31,16,15,16,16,15,P6
14,14,15,17,17,15,15,17,15,15,15,16,17,16,15,15,15,16,15,16,16,31,16,16,15,15,16,31,16,16,16,16,16,P6
11,15,14,15,15,15,15,16,15,17,16,15,15,15,16,15,16,14,16,16,16,24,16,15,16,15,16,31,15,15,15,16,16,P6
13,15,15,16,15,15,15,15,15,14,14,15,17,15,17,17,15,15,16,15,17,31,16,16,15,16,16,31,15,15,16,15,16,P6
11,16,15,16,16,15,15,16,15,17,17,15,16,16,15,15,16,16,15,17,16,25,15,15,16,15,16,30,15,16,15,15,16,P6
14,16,15,14,15,15,15,15,17,16,16,15,16,14,15,15,17,17,16,15,15,26,15,15,16,16,16,32,16,15,16,15,16,P6
11,17,15,17,16,14,15,16,15,16,14,15,17,17,16,16,16,15,16,16,17,24,16,15,16,16,15,30,16,16,15,16,15,P6
15,16,15,14,16,15,14,16,15,15,15,15,16,15,15,13,16,15,16,16,15,32,16,15,15,16,16,30,16,15,16,16,16,P6
14,16,16,16,16,15,17,14,15,15,16,17,16,15,16,16,15,16,15,15,15,31,16,16,16,15,16,31,16,16,16,16,16,P6
10,14,16,14,15,19,16,15,16,17,14,15,16,15,15,14,15,16,16,15,17,30,16,16,16,15,15,31,16,16,16,16,16,P6
14,15,16,15,16,17,16,15,16,16,14,16,15,16,15,16,15,16,17,17,15,31,16,15,16,16,15,31,16,16,16,16,16,P6
10,17,15,15,15,16,15,16,16,14,16,16,14,16,15,16,16,16,17,16,16,24,15,15,16,16,16,30,15,16,16,16,15,P6
12,15,16,15,16,15,15,16,15,17,21,14,15,17,16,15,16,15,17,16,14,31,16,16,16,16,16,31,15,16,15,16,15,P6
11,16,14,16,15,16,15,16,15,14,14,15,16,16,17,16,15,16,16,15,14,25,16,15,16,16,15,30,15,16,15,15,16,P6
17,15,15,16,15,15,17,16,15,14,18,15,15,16,15,16,15,16,16,15,17,32,16,16,16,16,16,30,15,16,16,16,16,P6
11,16,14,15,14,16,18,15,15,15,15,15,16,14,18,13,16,16,15,16,15,30,16,15,15,16,16,32,15,16,16,15,16,P6
20,16,15,17,17,15,16,15,16,16,17,16,16,16,16,16,15,16,16,16,18,32,16,16,15,16,16,30,16,16,16,15,16,P6
17,16,14,15,16,13,15,15,15,16,15,15,16,14,16,14,16,15,16,15,15,32,16,16,16,15,16,30,16,16,15,16,15,P6
11,15,16,16,16,15,15,17,17,16,16,16,15,15,16,15,15,15,16,15,15,31,16,16,16,16,15,31,16,16,16,16,16,P6
11,16,17,16,16,16,15,15,14,14,15,15,16,16,15,15,16,15,15,15,16,23,16,15,16,15,16,31,15,16,15,16,15,P6
12,16,15,15,16,13,16,14,15,17,20,15,17,15,14,17,16,15,16,16,14,31,16,16,16,16,16,31,15,16,16,16,15,P6
13,16,16,15,14,15,15,17,16,16,15,16,14,16,15,16,15,15,15,16,16,31,16,16,16,16,16,31,15,15,16,15,15,P6
20,15,16,17,16,16,17,16,15,17,15,15,15,15,17,14,16,14,15,16,14,31,16,16,16,16,16,30,16,15,16,16,15,P6
10,16,15,14,14,15,15,15,16,15,17,15,16,15,15,15,15,15,15,15,15,25,16,15,16,15,15,31,15,16,16,15,16,P6
11,15,16,15,15,17,16,16,15,17,16,15,16,16,16,15,15,15,15,16,16,23,15,15,16,15,16,30,16,16,16,16,16,P6
10,15,13,15,15,18,16,16,16,14,16,16,14,17,14,15,15,15,16,16,16,24,16,16,17,16,16,31,15,16,15,15,16,P6
12,16,16,16,16,16,19,16,16,15,16,16,15,16,18,15,15,16,15,16,15,30,15,15,16,16,16,32,16,16,16,15,15,P6
10,14,18,12,17,15,16,15,12,14,15,15,16,16,15,16,15,15,16,16,14,26,16,15,16,15,15,29,15,16,16,16,15,P6
16,15,16,16,14,14,15,15,16,16,16,17,16,17,16,16,15,15,16,14,15,31,16,16,15,15,16,30,16,16,16,15,15,P6
11,15,16,15,15,14,17,16,16,16,16,15,15,16,15,15,16,15,14,15,15,24,14,15,15,15,15,31,15,15,15,15,15,P6
10,16,16,15,16,13,15,16,16,16,16,15,17,15,16,16,16,17,16,16,16,25,16,16,16,16,16,29,16,15,16,16,15,P6
11,15,14,16,17,15,14,15,15,16,20,16,17,15,17,16,17,15,16,17,15,31,16,15,15,15,15,31,16,16,15,16,16,P6
12,15,17,13,18,14,16,14,17,14,11,15,14,16,17,15,15,15,16,17,18,31,15,15,15,15,16,31,16,16,16,16,15,P6
11,15,15,15,16,16,15,16,15,15,15,16,16,16,14,14,15,16,17,16,16,24,15,16,15,15,16,29,16,16,16,16,16,P6
20,18,16,16,15,16,15,17,16,15,16,16,15,16,15,14,17,16,17,16,15,31,16,15,16,15,16,30,15,16,16,16,16,P6
10,17,15,14,16,16,16,15,16,14,16,15,15,16,15,15,15,16,16,16,15,25,15,15,16,16,15,31,15,15,16,16,15,P6
12,15,13,15,16,16,15,16,18,14,15,15,14,16,14,15,14,16,14,15,15,30,15,16,15,15,15,31,16,16,16,16,16,P6
11,14,16,16,14,15,15,14,15,16,16,17,16,14,16,14,15,16,16,15,15,24,16,16,16,16,16,30,15,16,16,16,16,P6
12,14,16,15,16,16,17,16,16,15,16,16,16,16,14,15,16,15,16,15,16,31,16,16,16,15,15,32,15,15,16,16,16,P6
15,16,16,15,15,16,16,15,16,15,19,15,15,16,16,15,16,15,16,16,16,32,16,15,16,15,16,30,15,15,16,16,16,P6
11,14,18,15,17,16,16,15,16,17,14,16,15,15,14,15,15,16,15,16,14,23,15,16,16,15,17,30,16,15,15,16,16,P6
17,16,16,15,16,16,17,15,15,15,16,15,15,15,15,15,15,14,14,15,15,31,16,16,16,16,15,31,15,15,15,16,16,P6
13,15,15,15,15,14,14,16,15,15,16,16,15,16,18,17,15,16,15,14,17,31,16,16,16,16,16,31,16,16,16,16,15,P6
10,15,17,16,16,16,14,15,16,14,15,16,15,16,16,15,16,15,15,15,17,25,16,15,16,15,16,30,16,15,15,16,16,P6
12,16,17,16,15,15,16,17,16,13,15,15,16,15,15,17,17,16,16,16,15,31,15,15,16,16,16,31,16,16,16,16,16,P6
14,14,15,15,16,15,14,14,16,14,15,16,16,17,15,15,15,15,16,17,16,30,16,16,16,16,16,31,16,15,16,15,16,P6
11,17,17,14,17,15,16,16,14,15,17,16,16,15,16,17,16,15,15,15,15,23,15,15,15,15,15,30,16,15,16,16,16,P6
11,16,15,15,17,16,16,17,14,16,15,14,16,16,15,16,15,15,15,15,16,26,15,16,16,15,15,30,16,16,16,16,15,P6
21,17,14,15,17,15,14,15,15,16,17,15,15,16,17,16,16,16,16,15,17,31,16,16,15,15,16,30,15,16,16,15,16,P6
11,17,16,15,17,15,15,14,16,16,15,15,15,16,16,15,16,15,15,15,18,26,15,15,16,15,16,31,16,15,15,16,16,P6
